city,pollutant_name_uk,q_avg_mg_m3,q_avg_gdk_ratio,q_max_mg_m3,q_max_gdk_ratio,observation_month,observation_month_label,observation_year,observation_month_num,pollutant_key,source_file,source_sheet,source_title
Олександрія,Сажа,0.04634615384615385,0.926923076923077,0.08,0.5333333333333333,2025-04-01,2025-04,2025,4,soot,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Олександрія,Сульфати,0.00653846153846154,,0.02,,2025-04-01,2025-04,2025,4,сульфати,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Полтава,Амiак,0.009000000000000006,0.22500000000000014,0.04,0.19999999999999998,2025-04-01,2025-04,2025,4,ammonia,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Полтава,Дiоксид азоту,0.022799999999999983,0.5699999999999996,0.08,0.39999999999999997,2025-04-01,2025-04,2025,4,nitrogen_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Полтава,Дiоксид сiрки,0.001407500000000001,0.02815000000000002,0.008,0.016,2025-04-01,2025-04,2025,4,sulfur_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Полтава,Завислі речовини,0.18269230769230782,1.217948717948719,0.6,1.2,2025-04-01,2025-04,2025,4,suspended_particles,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Полтава,Оксид азоту,0.011900000000000006,0.19833333333333344,0.04,0.09999999999999999,2025-04-01,2025-04,2025,4,nitrogen_oxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Полтава,Оксид вуглецю,1.5739130434782609,0.5246376811594203,7.0,1.4,2025-04-01,2025-04,2025,4,carbon_monoxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Полтава,Сульфати,0.0021153846153846153,,0.01,,2025-04-01,2025-04,2025,4,сульфати,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Полтава,Формальдегiд,0.0026333333333333347,0.8777777777777782,0.025,0.7142857142857143,2025-04-01,2025-04,2025,4,формальдегiд,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Полтава,Фтористий водень,0.001400000000000001,0.2800000000000002,0.008,0.4,2025-04-01,2025-04,2025,4,фтористий_водень,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Полтава,Хлористий водень,0.013000000000000006,0.06500000000000003,0.06,0.3,2025-04-01,2025-04,2025,4,хлористий_водень,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Рівне,Амiак,0.002591139240506329,0.06477848101265822,0.0308,0.154,2025-04-01,2025-04,2025,4,ammonia,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Рівне,Дiоксид азоту,0.022980139372822308,0.5745034843205576,0.1377,0.6884999999999999,2025-04-01,2025-04,2025,4,nitrogen_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Рівне,Дiоксид сiрки,0.0004588850174216028,0.009177700348432056,0.0171,0.0342,2025-04-01,2025-04,2025,4,sulfur_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Рівне,Завислі речовини,0.070461,0.46974,0.462,0.924,2025-04-01,2025-04,2025,4,suspended_particles,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Рівне,Оксид азоту,0.01973246753246754,0.328874458874459,0.0697,0.17425,2025-04-01,2025-04,2025,4,nitrogen_oxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Рівне,Оксид вуглецю,1.0115277777777778,0.33717592592592593,2.6,0.52,2025-04-01,2025-04,2025,4,carbon_monoxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Рівне,Сiрководень,0.0008916201117318437,,0.0123,1.5375,2025-04-01,2025-04,2025,4,сiрководень,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Рівне,Фенол,0.0013046808510638302,0.4348936170212767,0.0084,0.84,2025-04-01,2025-04,2025,4,phenol,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Рівне,Формальдегiд,0.005373958333333334,1.7913194444444447,0.0261,0.7457142857142857,2025-04-01,2025-04,2025,4,формальдегiд,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Рівне,Фтористий водень,0.0034390625,0.6878124999999999,0.0238,1.1900000000000002,2025-04-01,2025-04,2025,4,фтористий_водень,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Рівне,Хлористий водень,0.07359744897959186,0.3679872448979593,0.2018,1.009,2025-04-01,2025-04,2025,4,хлористий_водень,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Світловодськ,Дiоксид азоту,0.030326666666666675,0.7581666666666669,0.0831,0.4154999999999999,2025-04-01,2025-04,2025,4,nitrogen_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Світловодськ,Дiоксид сiрки,0.02638533333333333,0.5277066666666665,0.2897,0.5794,2025-04-01,2025-04,2025,4,sulfur_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Світловодськ,Завислі речовини,0.062000000000000034,0.41333333333333355,0.2,0.4,2025-04-01,2025-04,2025,4,suspended_particles,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Світловодськ,Оксид азоту,0.02425333333333333,0.4042222222222222,0.0698,0.1745,2025-04-01,2025-04,2025,4,nitrogen_oxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Світловодськ,Оксид вуглецю,1.02,0.34,2.0,0.4,2025-04-01,2025-04,2025,4,carbon_monoxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Світловодськ,Сульфати,0.004600000000000002,,0.01,,2025-04-01,2025-04,2025,4,сульфати,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Світловодськ,Формальдегiд,0.0028319999999999994,0.9439999999999998,0.0104,0.2971428571428571,2025-04-01,2025-04,2025,4,формальдегiд,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Суми,Амiак,0.014899999999999983,0.37249999999999955,0.03,0.15,2025-04-01,2025-04,2025,4,ammonia,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Суми,Дiоксид азоту,0.10126666666666673,2.531666666666668,0.21,1.0499999999999998,2025-04-01,2025-04,2025,4,nitrogen_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Суми,Дiоксид сiрки,0.07031666666666668,1.4063333333333334,0.103,0.206,2025-04-01,2025-04,2025,4,sulfur_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Суми,Завислі речовини,0.31923076923076893,2.1282051282051264,0.7,1.4,2025-04-01,2025-04,2025,4,suspended_particles,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Суми,Оксид азоту,0.04209999999999999,0.7016666666666665,0.09,0.22499999999999998,2025-04-01,2025-04,2025,4,nitrogen_oxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Суми,Оксид вуглецю,1.6794871794871795,0.5598290598290598,4.0,0.8,2025-04-01,2025-04,2025,4,carbon_monoxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Суми,Сульфати,0.019038461538461553,,0.04,,2025-04-01,2025-04,2025,4,сульфати,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Суми,Формальдегiд,0.004540000000000003,1.5133333333333343,0.013,0.3714285714285714,2025-04-01,2025-04,2025,4,формальдегiд,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Тернопіль,Дiоксид азоту,0.04249400000000003,1.0623500000000008,0.0768,0.38399999999999995,2025-04-01,2025-04,2025,4,nitrogen_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Тернопіль,Дiоксид сiрки,0.003359000000000003,0.06718000000000006,0.0112,0.0224,2025-04-01,2025-04,2025,4,sulfur_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Тернопіль,Завислі речовини,0.06790000000000006,0.45266666666666705,0.19,0.38,2025-04-01,2025-04,2025,4,suspended_particles,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Тернопіль,Оксид азоту,0.023400000000000018,0.3900000000000003,0.0443,0.11074999999999999,2025-04-01,2025-04,2025,4,nitrogen_oxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Тернопіль,Оксид вуглецю,3.186000000000001,1.0620000000000003,4.4,0.8800000000000001,2025-04-01,2025-04,2025,4,carbon_monoxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Тернопіль,Формальдегiд,0.0019274999999999997,0.6424999999999998,0.0058,0.16571428571428568,2025-04-01,2025-04,2025,4,формальдегiд,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Ужгород,Дiоксид азоту,0.050014423076923054,1.2503605769230763,0.117,0.585,2025-04-01,2025-04,2025,4,nitrogen_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Ужгород,Дiоксид сiрки,0.0049567307692307706,0.0991346153846154,0.022,0.044,2025-04-01,2025-04,2025,4,sulfur_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Ужгород,Завислі речовини,0.08298076923076923,0.5532051282051282,0.34,0.68,2025-04-01,2025-04,2025,4,suspended_particles,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Ужгород,Оксид азоту,0.025932692307692302,0.43221153846153837,0.094,0.235,2025-04-01,2025-04,2025,4,nitrogen_oxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Ужгород,Оксид вуглецю,0.8338461538461536,0.27794871794871784,1.7,0.33999999999999997,2025-04-01,2025-04,2025,4,carbon_monoxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Ужгород,Сульфати,0.003423076923076925,,0.011,,2025-04-01,2025-04,2025,4,сульфати,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Ужгород,Формальдегiд,0.008701923076923069,2.900641025641023,0.064,1.8285714285714285,2025-04-01,2025-04,2025,4,формальдегiд,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Українка,Дiоксид азоту,0.08690384615384615,2.1725961538461536,0.1591,0.7954999999999999,2025-04-01,2025-04,2025,4,nitrogen_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Українка,Дiоксид сiрки,0.04365,0.873,0.0911,0.1822,2025-04-01,2025-04,2025,4,sulfur_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Українка,Завислі речовини,0.044942307692307705,0.29961538461538473,0.073,0.146,2025-04-01,2025-04,2025,4,suspended_particles,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Українка,Оксид вуглецю,1.7528846153846156,0.5842948717948718,4.25,0.85,2025-04-01,2025-04,2025,4,carbon_monoxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Харків,Амiак,0.003615499999999996,0.0903874999999999,0.011,0.05499999999999999,2025-04-01,2025-04,2025,4,ammonia,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Харків,Дiоксид азоту,0.029690561797752802,0.74226404494382,0.0859,0.4295,2025-04-01,2025-04,2025,4,nitrogen_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Харків,Дiоксид сiрки,0.01553525641025641,0.3107051282051282,0.0304,0.0608,2025-04-01,2025-04,2025,4,sulfur_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Харків,Завислі речовини,0.05793846153846192,0.3862564102564128,0.32,0.64,2025-04-01,2025-04,2025,4,suspended_particles,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Харків,Оксид азоту,0.020144999999999996,0.33574999999999994,0.0372,0.09299999999999999,2025-04-01,2025-04,2025,4,nitrogen_oxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Харків,Оксид вуглецю,1.2328846153846142,0.4109615384615381,3.1,0.62,2025-04-01,2025-04,2025,4,carbon_monoxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Харків,Сiрководень,0.0006520000000000001,,0.0015,0.1875,2025-04-01,2025-04,2025,4,сiрководень,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Харків,Сажа,0.008461538461538467,0.16923076923076932,0.03,0.2,2025-04-01,2025-04,2025,4,soot,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Харків,Сульфати,0.0015384615384615385,,0.01,,2025-04-01,2025-04,2025,4,сульфати,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Харків,Фенол,0.0018520000000000008,0.6173333333333336,0.0043,0.43,2025-04-01,2025-04,2025,4,phenol,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Харків,Формальдегiд,0.0020782857142857165,0.6927619047619055,0.0069,0.19714285714285712,2025-04-01,2025-04,2025,4,формальдегiд,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Херсон,Дiоксид азоту,0.19327380952380965,4.831845238095241,0.27,1.35,2025-04-01,2025-04,2025,4,nitrogen_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Херсон,Дiоксид сiрки,0.0008928571428571429,0.017857142857142856,0.013,0.026,2025-04-01,2025-04,2025,4,sulfur_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Херсон,Завислі речовини,0.04561403508771932,0.30409356725146214,0.2,0.4,2025-04-01,2025-04,2025,4,suspended_particles,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Херсон,Оксид азоту,0.1219047619047619,2.0317460317460316,0.24,0.6,2025-04-01,2025-04,2025,4,nitrogen_oxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Херсон,Оксид вуглецю,0.2751515151515152,0.09171717171717174,1.36,0.272,2025-04-01,2025-04,2025,4,carbon_monoxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Херсон,Сульфати,0.0023076923076923075,,0.01,,2025-04-01,2025-04,2025,4,сульфати,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Херсон,Фенол,0.0022023809523809535,0.7341269841269845,0.02,2.0,2025-04-01,2025-04,2025,4,phenol,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Херсон,Формальдегiд,0.0002738095238095238,0.09126984126984128,0.012,0.3428571428571428,2025-04-01,2025-04,2025,4,формальдегiд,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Хмельницький,Амiак,0.00767403846153846,0.19185096153846148,0.0217,0.1085,2025-04-01,2025-04,2025,4,ammonia,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Хмельницький,Дiоксид азоту,0.03762307692307691,0.9405769230769228,0.4767,2.3834999999999997,2025-04-01,2025-04,2025,4,nitrogen_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Хмельницький,Дiоксид сiрки,0.015652403846153844,0.31304807692307685,0.0223,0.0446,2025-04-01,2025-04,2025,4,sulfur_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Хмельницький,Завислі речовини,0.0740865384615385,0.49391025641025665,0.233,0.466,2025-04-01,2025-04,2025,4,suspended_particles,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Хмельницький,Оксид азоту,0.02547596153846154,0.424599358974359,0.0751,0.18775,2025-04-01,2025-04,2025,4,nitrogen_oxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Хмельницький,Оксид вуглецю,1.7498076923076924,0.5832692307692308,2.45,0.49000000000000005,2025-04-01,2025-04,2025,4,carbon_monoxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Хмельницький,Сульфати,0.008284615384615387,,0.0111,,2025-04-01,2025-04,2025,4,сульфати,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Хмельницький,Фенол,0.0009641025641025645,0.3213675213675215,0.012,1.2,2025-04-01,2025-04,2025,4,phenol,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Хмельницький,Формальдегiд,0.0011006410256410254,0.3668803418803418,0.0038,0.10857142857142855,2025-04-01,2025-04,2025,4,формальдегiд,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Хмельницький,Хлористий водень,0.04044711538461538,0.2022355769230769,0.183,0.9149999999999999,2025-04-01,2025-04,2025,4,хлористий_водень,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Черкаси,Амiак,0.04875968992248056,1.218992248062014,0.15,0.7499999999999999,2025-04-01,2025-04,2025,4,ammonia,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Черкаси,Дiоксид азоту,0.0320155038759689,0.8003875968992226,0.12,0.6,2025-04-01,2025-04,2025,4,nitrogen_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Черкаси,Дiоксид сiрки,0.014656521739130408,0.29313043478260814,0.085,0.17,2025-04-01,2025-04,2025,4,sulfur_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Черкаси,Завислі речовини,0.1238805970149252,0.825870646766168,0.3,0.6,2025-04-01,2025-04,2025,4,suspended_particles,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Черкаси,Оксид азоту,0.019800000000000012,0.33000000000000024,0.06,0.15,2025-04-01,2025-04,2025,4,nitrogen_oxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Черкаси,Оксид вуглецю,1.1492537313432836,0.38308457711442784,3.0,0.6,2025-04-01,2025-04,2025,4,carbon_monoxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Черкаси,Сiрководень,0.0018953488372093039,,0.006,0.75,2025-04-01,2025-04,2025,4,сiрководень,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Черкаси,Сульфати,0.011333333333333336,,0.02,,2025-04-01,2025-04,2025,4,сульфати,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Черкаси,Формальдегiд,0.010450000000000006,3.483333333333335,0.042,1.2,2025-04-01,2025-04,2025,4,формальдегiд,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Чернівці,Дiоксид азоту,0.024059673659673663,0.6014918414918415,0.1103,0.5515,2025-04-01,2025-04,2025,4,nitrogen_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Чернівці,Дiоксид сiрки,0.008946153846153845,0.17892307692307688,0.0933,0.1866,2025-04-01,2025-04,2025,4,sulfur_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Чернівці,Завислі речовини,0.012179487179487183,0.08119658119658123,0.1,0.2,2025-04-01,2025-04,2025,4,suspended_particles,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Чернівці,Озон,0.07702499999999997,2.567499999999999,0.1396,0.8724999999999999,2025-04-01,2025-04,2025,4,озон,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Чернівці,Оксид азоту,0.004446874999999998,0.0741145833333333,0.0294,0.0735,2025-04-01,2025-04,2025,4,nitrogen_oxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Чернівці,Оксид вуглецю,0.07720588235294118,0.02573529411764706,1.0,0.2,2025-04-01,2025-04,2025,4,carbon_monoxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Чернівці,Фенол,0.002348076923076924,0.782692307692308,0.0115,1.15,2025-04-01,2025-04,2025,4,phenol,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Чернівці,Формальдегiд,0.0012206730769230767,0.4068910256410255,0.0149,0.42571428571428566,2025-04-01,2025-04,2025,4,формальдегiд,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Чернівці,Фтористий водень,0.000840384615384615,0.168076923076923,0.0079,0.395,2025-04-01,2025-04,2025,4,фтористий_водень,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Чернівці,Хлористий водень,0.05665096153846154,0.28325480769230765,0.328,1.64,2025-04-01,2025-04,2025,4,хлористий_водень,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Чернігів,Дiоксид азоту,0.10510576923076911,2.627644230769228,0.1928,0.964,2025-04-01,2025-04,2025,4,nitrogen_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Чернігів,Дiоксид сiрки,0.03537451923076924,0.7074903846153847,0.0699,0.1398,2025-04-01,2025-04,2025,4,sulfur_dioxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Чернігів,Завислі речовини,0.10127596153846155,0.675173076923077,0.166,0.332,2025-04-01,2025-04,2025,4,suspended_particles,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Чернігів,Оксид вуглецю,0.33141346153846146,0.11047115384615382,0.7,0.13999999999999999,2025-04-01,2025-04,2025,4,carbon_monoxide,air_town_april_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у квітні 2025 року
Івано-Франківськ,Дiоксид азоту,0.038687037037037034,0.9671759259259258,0.1103,0.5515,2025-05-01,2025-05,2025,5,nitrogen_dioxide,air_town_june_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у травні 2025 року
Івано-Франківськ,Дiоксид сiрки,0.006122222222222222,0.12244444444444443,0.0357,0.0714,2025-05-01,2025-05,2025,5,sulfur_dioxide,air_town_june_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у травні 2025 року
Івано-Франківськ,Завислі речовини,0.12907407407407406,0.8604938271604938,0.16,0.32,2025-05-01,2025-05,2025,5,suspended_particles,air_town_june_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у травні 2025 року
Івано-Франківськ,Оксид азоту,0.026781481481481476,0.44635802469135794,0.0534,0.1335,2025-05-01,2025-05,2025,5,nitrogen_oxide,air_town_june_2025.xls,По містам,Вміст забруднювальних речовин в атмосферному повітрі міст України за даними спостережень у травні 2025 року
